scrubbed_genus,scrubbed_species_binomial,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id
Nothofagus,Nothofagus antarctica,-41.150002,-72.150002,1942-10-02,GBIF,B,B,B,Herbarium Berolinense,3617
Nothofagus,Nothofagus dombeyi,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus obliqua,-36.86,-71.5,1992-05-12,GBIF,MA,MA,MA,MA,3753
Nothofagus,Nothofagus alpina,-37.8525,-71.37389,NA,GBIF,G,G,G,Geneva Herbarium – General Collection (G),3547
Nothofagus,Nothofagus pumilio,-54.654003,-67.799721,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-51.22,-73.16,1994-11-17,GBIF,MA,MA,MA,MA,3753
Nothofagus,Nothofagus pumilio,-54.792454,-68.38028,1973-12-05,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus glauca,-35.85,-71.1,NA,GBIF,CONC,CONC,CONC,HERB,3749
Nothofagus,Nothofagus antarctica,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-53.97,-70.06,1994-01-23,GBIF,MA,MA,MA,MA,3753
Nothofagus,Nothofagus pumilio,-54.801903,-68.359337,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-54.964722,-66.748056,2004-12-28,GBIF,NE,NE,NE,NE,3783
Nothofagus,Nothofagus betuloides,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-55.833333,-67.666667,1839-01-01,GBIF,MEL,MEL,MEL,MEL,3283
Nothofagus,Nothofagus betuloides,-49.76,-72.09,NA,GBIF,SI,SI,SI,HERB,3669
Nothofagus,Nothofagus pumilio,-41.216,-71,1964-01-23,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus pumilio,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-51.1077778,-72.9866666,1991-01-23,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus pumilio,-40.25,-71.36666,1997-12-10,MO,"ARIZ, BAB, K, MO, NY, US","ARIZ, BAB, K, MO, NY, US","ARIZ, BAB, K, MO, NY, US",NA,280
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-46.67,-73.83,1959-01-31,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus obliqua,-39.611,-73.213,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14
Nothofagus,Nothofagus pumilio,-54.795876,-68.379333,1973-12-05,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-54.766016946172044,-68.30196744214543,1984-03-28,GBIF,HO,HO,HO,HO,3572
Nothofagus,Nothofagus dombeyi,-41.029438,-71.814278,1973-12-30,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-39.767857,-71.581421,1973-12-28,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-49.76,-72.09,NA,GBIF,SI,SI,SI,HERB,3669
Nothofagus,Nothofagus pumilio,-41.1,-71.566667,1945-01-27,GBIF,MEL,MEL,MEL,MEL,3283
Nothofagus,Nothofagus dombeyi,-41.05769,-71.523743,1974-01-03,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-49.76,-72.09,NA,GBIF,SI,SI,SI,HERB,3669
Nothofagus,Nothofagus antarctica,-54.883333,-65.416667,1971-10-15,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus pumilio,-41.177944,-71.460167,2006-12-09,GBIF,UTEP,UTEP,UTEP,Plant specimens,3326
Nothofagus,Nothofagus dombeyi,-39.676945,-71.529236,1973-12-28,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus betuloides,-54.8652778,-67.3536111,2009-01-17,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249
Nothofagus,Nothofagus obliqua,-38.027634,-73.204132,1973-11-22,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus nitida,-41.5,-72.583333,1986-01-19,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus alpina,-36.61666,-71.43333,2001-11-04,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus pumilio,-54.795876,-68.379333,1973-12-05,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-40.23,-73.421,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14
Nothofagus,Nothofagus glauca,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus nitida,-40.23,-73.421,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14
Nothofagus,Nothofagus alpina,-38.66666,-72,1996-02-03,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus dombeyi,-41.032837,-72.045593,1973-11-25,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-54.801903,-68.359337,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus dombeyi,-41.029438,-71.814278,1973-12-30,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus dombeyi,-41.032837,-72.045593,1973-11-25,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-41.15,-71.383333,1942-01-14,GBIF,MEL,MEL,MEL,MEL,3283
